Data as of 2021-01-03
Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,4 Week Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETFdb Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETFdb Pro,Dividend,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%)
HYG,iShares iBoxx $ High Yield Corporate Bond ETF,Bond,"$25,615,700,000","27,693,402",$87.30,false,false,false,false,0.29%,1.35%,4.46%,4.46%,16.77%,40.56%,$918.92369,"-$2,234.02316",$0.0,"$5,707.23679","$6,883.62322","$8,673.622984",High Yield Bonds,2007-04-11,0.49%,$4.26,2020-12-17,$0.36,4.91%,Monthly,3.99%,N/A,0.37,99.04%,3.10%,5.50%,6.00%,iShares,"1,218",6.60%,8.06%,16.01%,35%,15%,1099,$85.95,$87.29,$87.20,$87.37,69.02,A+,B-,B,B-,A-,B,A,3.44,31.28%,6.25%,279.9,6.90%,2.11%
SCHX,Schwab U.S. Large-Cap ETF,Equity,"$25,445,400,000","844,206",$90.95,false,false,false,false,0.92%,2.65%,20.80%,20.80%,51.34%,104.56%,$45.212,$48.7985,$0.0,"$1,791.118","$7,105.949044","$11,205.247414",Large Cap Growth Equities,2009-11-03,0.03%,$1.49,2020-12-10,$0.37,1.65%,Quarterly,8.31%,27.04,1.01,210.23%,7.70%,15.37%,17.24%,Charles Schwab,762,24.93%,29.80%,49.38%,35%,15%,1099,$88.16,$91.06,$90.51,$91.26,66.98,A,A,B,C,A,A,A,5.06,32.28%,31.20%,138.68,6.60%,5.39%
XLV,Health Care Select Sector SPDR Fund,Equity,"$25,356,400,000","8,318,460",$113.44,false,false,false,false,1.77%,2.29%,13.29%,13.29%,45.38%,70.60%,$61.33805,$419.808004,$0.0,"$2,775.302201","$2,783.316519","$3,358.42219",Health & Biotech Equities,1998-12-16,0.13%,$3.02,2020-12-21,$0.46,2.69%,Quarterly,7.09%,17.67,0.78,80.99%,9.84%,16.77%,16.83%,State Street SPDR,64,50.81%,63.34%,96.02%,35%,15%,1099,$110.51,$112.78,$112.35,$114.08,62.2,A+,A,B+,B+,A,A,B+,5.83,40.40%,48.74%,17.31,0.00%,11.23%
IXUS,iShares Core MSCI Total International Stock ETF,Equity,"$25,215,300,000","1,452,986",$67.19,false,false,false,false,1.30%,2.85%,10.80%,10.80%,15.42%,53.57%,$0.0,$255.94998,$0.0,"$4,349.76269","$13,915.28373","$19,112.073249",Foreign Large Cap Equities,2012-10-18,0.09%,$1.24,2020-12-14,$0.71,1.84%,Semi-Annually,6.01%,17.29,0.88,214.34%,10.16%,16.17%,15.21%,iShares,"4,311",10.23%,12.65%,23.74%,35%,15%,1099,$64.82,$67.56,$66.97,$67.52,65.09,A,A,A-,B+,A,B,A,6.35,12.59%,65.25%,181.66,7.67%,6.39%
MBB,iShares MBS Bond ETF,Bond,"$25,287,300,000","1,593,214",$110.13,false,false,false,false,0.06%,0.20%,4.07%,4.07%,11.42%,14.13%,$0.0,$208.72313,$0.0,"$3,768.43831","$12,720.09133","$17,161.387411",Mortgage Backed Securities,2007-03-16,0.06%,$2.31,2020-12-01,$0.20,2.10%,Monthly,1.35%,N/A,-0.03,5.56%,0.39%,0.72%,0.83%,iShares,"9,557",30.26%,32.50%,42.20%,35%,15%,1099,$109.86,$110.15,$110.09,$110.17,62.51,A+,A,B+,A-,A,A-,A,N/A,N/A,N/A,N/A,N/A,N/A
IWR,iShares Russell Midcap ETF,Equity,"$24,568,000,000","1,188,980",$68.55,false,false,false,false,-0.09%,3.31%,16.93%,16.93%,37.85%,83.88%,$0.0,$121.592495,$0.0,-$7.71412,"$1,851.624845","$2,330.504124",All Cap Equities,2001-07-17,0.19%,$0.88,2020-12-14,$0.23,1.28%,Quarterly,6.91%,21.75,1.13,254.07%,9.78%,16.35%,16.77%,iShares,825,4.44%,6.46%,18.94%,35%,15%,1099,$66.32,$69.06,$68.12,$68.81,66.76,A+,A,B+,B,A,B,A,5.21,73.59%,34.15%,220.04,4.95%,6.00%
XLF,Financial Select Sector SPDR Fund,Equity,"$24,309,700,000","54,770,465",$29.48,false,false,false,false,1.83%,3.51%,-1.74%,-1.74%,12.66%,65.72%,$99.003893,"$1,152.952058",$0.0,"$1,369.300615","-$8,321.030174","-$2,437.074653",Financials Equities,1998-12-16,0.13%,$0.60,2020-12-21,$0.15,2.06%,Quarterly,3.07%,17.48,1.20,139.36%,13.74%,26.92%,23.85%,State Street SPDR,66,53.59%,63.93%,96.05%,35%,15%,1099,$28.06,$29.27,$29.15,$29.67,65.9,A+,A,A-,B+,A,B-,B+,6.85,55.27%,78.85%,41.95,14.49%,0.17%
DIA,SPDR Dow Jones Industrial Average ETF,Equity,"$24,031,200,000","3,442,177",$305.79,false,false,false,false,1.25%,2.11%,9.59%,9.59%,31.89%,94.56%,-$227.209919,"-$1,950.518757",$0.0,-$181.049171,"-$2,748.598702","$1,114.004332",Large Cap Growth Equities,1998-01-14,0.16%,$5.73,2020-12-18,$0.59,1.88%,Monthly,25.67%,22.16,1.00,257.57%,7.66%,16.94%,16.80%,State Street SPDR,31,51.77%,69.81%,100.01%,35%,15%,1099,$298.43,$304.82,$304.00,$306.94,63.33,A,A-,C,C,B,A,C,5.6,65.73%,42.20%,38.25,9.19%,4.80%
SCHF,Schwab International Equity ETF,Equity,"$23,382,800,000","2,584,829",$36.01,false,false,false,false,0.87%,2.69%,9.47%,9.47%,14.71%,47.13%,$0.0,$324.7,$0.0,$976.113,"$7,999.566007","$14,741.872449",Foreign Large Cap Equities,2009-11-03,0.06%,$0.75,2020-12-10,$0.51,2.06%,Semi-Annually,3.12%,18.69,0.88,220.02%,9.79%,17.33%,16.22%,Charles Schwab,"1,504",10.84%,13.91%,29.01%,35%,15%,1099,$34.81,$36.33,$35.91,$36.17,64.63,A,A,B+,B-,A,A-,A,7.31,56.06%,86.77%,148.57,10.69%,6.67%
IGSB,iShares Short-Term Corporate Bond ETF,Bond,"$22,253,400,000","2,045,668",$55.17,false,false,false,false,0.15%,0.42%,5.37%,5.37%,14.16%,16.80%,$41.278545,$434.486805,$0.0,"$8,634.089705","$10,050.68397","$10,768.15596",Corporate Bonds,2007-01-11,0.06%,$1.30,2020-12-17,$0.09,2.37%,Monthly,1.37%,N/A,0.08,55.11%,1.06%,1.03%,1.02%,iShares,"2,920",4.30%,5.09%,9.90%,N/A,N/A,N/A,$54.85,$55.18,$55.15,$55.18,71.54,A,A,B,A-,A,B,N/A,6.23,51.65%,61.66%,243.07,8.26%,2.82%
QUAL,iShares Edge MSCI USA Quality Factor ETF,Equity,"$21,439,000,000","906,522",$116.21,false,false,true,false,1.53%,2.39%,17.03%,17.03%,47.76%,95.19%,-$28.798645,-$561.470935,$0.0,"$2,161.032555","$11,741.62208","$13,372.936341",Large Cap Growth Equities,2013-07-16,0.15%,$1.62,2020-12-14,$0.41,1.40%,Quarterly,9.77%,25.3,0.97,194.10%,8.19%,17.09%,17.43%,iShares,127,32.18%,42.06%,80.31%,35%,15%,1099,$112.89,$115.85,$115.54,$116.59,64.87,A,A-,B+,B,A-,B+,B-,5.69,69.93%,44.66%,124.14,2.63%,3.90%
VV,Vanguard Large Cap ETF,Equity,"$21,153,600,000","269,037",$175.74,false,false,false,false,1.05%,2.66%,21.04%,21.04%,51.78%,105.10%,$4.405659,$32.192401,$0.0,"$1,441.461996","$3,330.577404","$6,005.00994",Large Cap Growth Equities,2004-01-27,0.04%,$2.57,2020-12-24,$0.69,1.47%,Quarterly,15.98%,28.5,1.01,204.32%,7.82%,15.37%,17.33%,Vanguard,559,25.59%,30.75%,52.02%,35%,15%,1099,$170.36,$175.78,$174.85,$176.34,67.25,A-,A,B,C+,A-,A-,A-,5.07,33.26%,31.46%,140.8,6.69%,5.25%
MUB,iShares National AMT-Free Muni Bond ETF,Bond,"$20,407,100,000","1,166,275",$117.20,false,false,false,false,0.02%,0.58%,5.12%,5.12%,13.58%,17.65%,$70.08063,$746.84313,$0.0,"$4,632.04215","$9,980.6763","$13,653.072465",National Munis,2007-09-07,0.07%,$2.47,2020-12-17,$0.18,2.12%,Monthly,2.66%,N/A,0.02,64.46%,0.94%,1.77%,1.86%,iShares,"4,583",4.95%,5.60%,9.41%,35%,15%,1099,$116.52,$117.32,$117.15,$117.23,74.31,A,A,B+,A,A+,A-,A+,N/A,N/A,N/A,N/A,N/A,N/A
SHY,iShares 1-3 Year Treasury Bond ETF,Bond,"$19,640,900,000","2,919,566",$86.38,false,false,false,false,0.01%,0.05%,3.03%,3.03%,8.07%,8.88%,-$43.18483,-$535.48249,$0.0,"$1,539.96706","$7,717.30047","$7,766.854408",Government Bonds,2002-07-22,0.15%,$0.81,2020-12-17,$0.03,0.94%,Monthly,0.77%,N/A,-0.03,0.42%,0.30%,0.31%,0.29%,iShares,77,49.82%,60.98%,96.23%,35%,15%,1099,$86.32,$86.41,$86.36,$86.39,57.04,A,C+,B-,A-,B+,A-,B+,6.58,86.05%,72.24%,0.0,0.00%,0.00%
PFF,iShares Preferred and Income Securities ETF,Preferred Stock,"$19,302,200,000","5,178,926",$38.51,false,false,false,false,0.79%,2.03%,7.87%,7.87%,19.25%,26.93%,$85.891875,$251.658495,$0.0,"$2,296.07119","$1,769.781365","$5,707.006115",Preferred Stock/Convertible Bonds,2007-03-30,0.46%,$1.84,2020-12-17,$0.06,4.81%,Monthly,2.40%,11.64,0.44,224.10%,3.46%,7.83%,7.62%,iShares,510,13.86%,18.04%,38.02%,35%,15%,1099,$37.65,$38.43,$38.36,$38.59,71.88,A+,B+,A,A-,A+,A-,A+,5.47,21.21%,39.08%,376.81,9.15%,2.29%
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,Bond,"$19,194,600,000","4,208,412",$115.91,false,false,false,false,0.36%,1.42%,5.42%,5.42%,15.07%,38.40%,$69.0039,-$184.03874,$0.0,"$3,251.09099","$6,793.7315","$13,871.608975",Emerging Markets Bonds,2007-12-17,0.39%,$4.50,2020-12-17,$0.40,3.88%,Monthly,6.68%,N/A,0.38,132.55%,3.18%,6.40%,6.71%,iShares,530,7.24%,9.86%,23.62%,35%,15%,1099,$113.78,$116.01,$115.79,$116.00,70.7,A+,B,B+,C+,A-,B,A,3.22,50.13%,4.77%,"1,345.7",0.54%,0.28%
TLT,iShares 20+ Year Treasury Bond ETF,Bond,"$18,999,400,000","10,231,762",$157.73,false,false,false,false,0.28%,0.24%,18.15%,18.15%,32.66%,46.08%,-$31.48108,$405.47222,$0.0,-$951.69315,"$8,246.08157","$8,686.053267",Government Bonds,2002-07-26,0.15%,$2.37,2020-12-17,$0.16,1.50%,Monthly,8.59%,N/A,-0.27,58.11%,8.96%,12.86%,12.06%,iShares,37,55.43%,74.77%,100.01%,35%,15%,1099,$155.68,$158.54,$157.43,$158.06,49.26,A+,C+,A,C+,B,A-,C+,6.58,90.62%,72.24%,0.0,0.00%,0.00%
IVE,iShares S&P 500 Value ETF,Equity,"$18,372,600,000","766,463",$128.02,false,false,true,false,1.51%,1.61%,1.21%,1.21%,20.93%,62.16%,-$6.28921,$221.71019,$0.0,$847.672815,"$1,275.075015","$4,526.833466",Large Cap Blend Equities,2000-05-22,0.18%,$3.03,2020-12-14,$0.78,2.39%,Quarterly,10.28%,17.06,1.01,248.66%,10.20%,18.57%,17.20%,iShares,441,18.18%,24.04%,47.76%,35%,15%,1099,$125.23,$127.69,$127.02,$128.61,62.33,A,A,A-,B-,A,B+,A-,6.06,82.48%,55.94%,261.9,12.81%,4.26%
XLY,Consumer Discretionary Select Sector SPDR Fund,Equity,"$18,256,600,000","3,163,237",$160.78,false,false,false,false,1.84%,2.02%,29.63%,29.63%,69.06%,117.83%,-$173.762934,$471.412709,$0.0,$641.38421,-$967.598507,"-$2,102.758766",Consumer Discretionary Equities,1998-12-16,0.13%,$1.32,2020-12-21,$0.30,0.82%,Quarterly,18.45%,30.63,1.14,179.86%,8.91%,16.33%,17.73%,State Street SPDR,63,70.86%,77.45%,97.69%,35%,15%,1099,$155.30,$161.02,$160.15,$161.20,62.29,A+,A,B+,A,A,B+,B+,5.64,55.56%,43.33%,42.74,1.93%,0.99%
ARKK,ARK Innovation ETF,Equity,"$17,574,900,000","3,645,251",$124.49,false,false,false,false,-4.92%,10.67%,152.70%,152.70%,243.61%,512.78%,-$37.47865,"$2,674.04765",$0.0,"$9,403.1198","$10,617.8963","$10,951.09688",All Cap Equities,2014-10-31,0.75%,$2.04,2020-12-29,$2.04,1.61%,Annually,24.06%,N/A,1.74,149.69%,31.83%,36.19%,37.04%,ARK Investment Management,49,48.53%,59.80%,100.00%,35%,15%,1099,$113.04,$134.56,$123.06,$126.83,61.02,A,C+,A+,C+,B,C+,N/A,4.33,26.76%,16.04%,24.49,0.00%,10.91%
RSP,Invesco S&P 500® Equal Weight ETF,Equity,"$17,926,000,000","2,107,471",$127.54,false,false,true,false,1.16%,2.33%,12.66%,12.66%,33.83%,80.23%,$137.5739,"$1,436.33156",$0.0,$695.55741,$343.05476,"$2,552.652712",Large Cap Blend Equities,2003-04-30,0.20%,$2.56,2020-12-21,$0.44,2.02%,Quarterly,12.10%,22.97,1.12,257.26%,10.81%,20.09%,18.81%,Invesco,506,2.29%,3.39%,10.75%,35%,15%,1099,$124.70,$127.19,$126.52,$128.13,63.7,A,A-,B-,B,A-,A-,A-,6.04,81.99%,55.50%,269.82,8.19%,5.60%
SCHB,Schwab U.S. Broad Market ETF,Equity,"$17,965,600,000","587,055",$90.99,false,false,false,false,0.76%,3.06%,20.76%,20.76%,49.57%,102.31%,$22.5925,$76.4125,$0.0,-$907.5165,"$1,387.997865","$4,956.842508",Large Cap Growth Equities,2009-11-03,0.03%,$1.49,2020-12-10,$0.37,1.64%,Quarterly,8.44%,26.33,1.05,216.99%,7.96%,15.45%,17.29%,Charles Schwab,"2,546",22.64%,27.07%,44.81%,35%,15%,1099,$88.02,$91.22,$90.55,$91.29,68.03,A,A,B-,C,A,A,A,4.98,27.06%,29.97%,137.39,6.36%,5.43%
SHV,iShares Short Treasury Bond ETF,Bond,"$17,832,000,000","2,139,500",$110.53,false,false,false,false,0.01%,0.02%,0.80%,0.80%,4.96%,5.92%,-$239.822807,-$964.80244,$0.0,"-$3,157.575173","$9,808.968237","$14,749.359314",Government Bonds,2007-01-11,0.15%,$0.82,2020-12-01,$0.16,0.74%,Monthly,0.27%,N/A,-0.01,0.16%,0.10%,0.12%,0.11%,iShares,59,61.80%,75.16%,99.99%,35%,15%,1099,$110.51,$110.53,N/A,N/A,55.73,A,C+,C+,A,B,B+,B-,6.58,86.05%,72.24%,0.0,0.00%,0.00%
MDY,SPDR S&P MidCap 400 ETF,Equity,"$17,639,700,000","897,049",$419.92,false,false,false,false,-0.43%,4.76%,13.50%,13.50%,26.65%,75.01%,$114.995625,$115.45185,$0.0,"-$2,320.307938","-$5,187.047903","-$4,801.334987",Small Cap Growth Equities,1995-05-04,0.23%,$4.71,2020-12-18,$1.45,1.12%,Quarterly,43.50%,21.61,1.19,71.94%,12.67%,19.89%,19.37%,State Street SPDR,401,7.60%,10.65%,27.31%,35%,15%,1099,$401.28,$425.15,$416.79,$422.41,65.65,A,B+,C,B,B+,A-,B,4.67,50.89%,25.67%,156.11,4.69%,8.26%
VBR,Vanguard Small Cap Value ETF,Equity,"$17,608,700,000","531,952",$142.21,false,false,true,false,0.13%,4.12%,5.90%,5.90%,14.05%,57.74%,$11.618895,$186.597347,$0.0,"$1,950.250497","$3,658.807232","$7,970.509565",Small Cap Blend Equities,2004-01-30,0.07%,$2.39,2020-12-24,$0.88,1.68%,Quarterly,16.43%,18.0,1.27,46.33%,14.82%,25.64%,23.07%,Vanguard,909,6.02%,8.28%,20.10%,35%,15%,1099,$137.45,$143.06,$141.04,$143.05,64.4,A,A,B+,A-,A+,A-,A,4.5,39.61%,22.89%,195.49,5.35%,4.49%
SDY,SPDR S&P Dividend ETF,Equity,"$16,928,400,000","678,255",$105.93,false,false,true,false,0.74%,1.70%,1.71%,1.71%,21.95%,62.81%,$21.193487,$150.042567,$0.0,"-$2,108.062789",-$889.882623,-$845.669107,All Cap Equities,2005-11-15,0.35%,$3.02,2020-12-18,$0.99,2.87%,Quarterly,8.63%,17.81,0.89,168.90%,12.34%,24.17%,20.92%,State Street SPDR,118,22.39%,29.73%,66.59%,35%,15%,1099,$104.11,$106.47,$105.17,$106.36,57.83,A,B+,B,B,B+,A-,C+,5.99,51.01%,53.59%,167.99,3.15%,4.34%
VT,Vanguard Total World Stock ETF,Equity,"$16,818,100,000","1,367,177",$92.58,false,false,false,false,1.08%,2.98%,16.58%,16.58%,34.04%,79.50%,$0.0,$238.144972,$0.0,"$1,115.98915","$2,907.729312","$6,025.545384",Large Cap Growth Equities,2008-06-26,0.09%,$2.15,2020-12-21,$0.55,2.32%,Quarterly,8.37%,23.3,0.98,208.51%,7.61%,15.20%,15.77%,Vanguard,"8,712",13.09%,15.86%,27.78%,35%,15%,1099,$89.49,$92.78,$92.30,$92.77,68.44,A,A,C+,B-,A,A,A+,5.57,19.81%,41.47%,161.48,6.83%,5.71%
GDX,VanEck Vectors Gold Miners ETF,Equity,"$16,375,500,000","23,104,631",$36.02,false,false,false,false,-0.03%,1.96%,23.65%,23.65%,57.72%,171.31%,$83.935625,$416.49208,$0.0,$954.254685,"$3,515.494292","$4,413.104627",Materials,2006-05-22,0.53%,$0.38,2020-12-21,$0.19,1.06%,Annually,5.57%,20.3,0.58,202.76%,30.65%,39.44%,40.32%,VanEck,54,57.56%,69.73%,99.06%,35%,15%,1099,$34.57,$36.99,$35.65,$36.53,48.88,A+,B,B+,B-,B+,B,B-,5.54,34.31%,40.69%,410.06,3.44%,0.00%
SCHD,Schwab US Dividend Equity ETF,Equity,"$16,116,900,000","1,649,151",$64.14,false,false,true,false,0.49%,1.04%,15.02%,15.02%,38.27%,92.39%,$60.535,$509.3745,$0.0,"$3,087.139","$6,338.106349","$8,887.426832",Large Cap Blend Equities,2011-10-20,0.06%,$2.03,2020-12-10,$0.60,3.18%,Quarterly,5.55%,17.66,0.95,223.62%,11.25%,21.67%,19.93%,Charles Schwab,100,39.78%,56.18%,92.40%,35%,15%,1099,$63.20,$64.52,$63.69,$64.41,59.79,A,A,B-,B-,A-,A,B-,5.67,33.11%,44.03%,89.82,3.33%,5.14%
XLI,Industrial Select Sector SPDR Fund,Equity,"$15,934,100,000","10,863,745",$88.55,false,false,false,false,0.63%,0.86%,10.90%,10.90%,24.19%,83.42%,-$56.927375,$219.576123,$0.0,"$4,868.802801","$2,396.725193","$5,590.385256",Industrials Equities,1998-12-16,0.13%,$1.37,2020-12-21,$0.37,1.56%,Quarterly,9.59%,24.56,1.17,284.14%,10.72%,21.43%,20.16%,State Street SPDR,74,41.31%,52.57%,90.92%,35%,15%,1099,$87.48,$88.88,$87.90,$88.96,58.81,A+,A,B,B+,A,A,B,6.42,66.67%,67.31%,151.44,27.39%,1.88%
JPST,JPMorgan Ultra-Short Income ETF,Bond,"$15,567,100,000","2,542,457",$50.79,false,false,false,false,0.01%,0.10%,2.17%,2.17%,7.94%,N/A,$83.8005,$375.7375,$0.0,"$5,269.0105","$15,351.8035","$15,436.902115",Money Market,2017-05-17,0.18%,$0.73,2020-12-30,$0.04,1.43%,Monthly,0.52%,N/A,0.04,2.64%,0.26%,0.34%,0.32%,J.P. Morgan,803,34.44%,36.83%,49.18%,39%,20%,1099,$50.73,$50.79,N/A,N/A,67.29,A,B-,C+,A,B+,C+,N/A,6.94,86.36%,80.72%,199.16,6.82%,2.02%
BIV,Vanguard Intermediate-Term Bond ETF,Bond,"$15,404,400,000","1,110,395",$92.85,false,false,false,false,0.15%,0.48%,9.66%,9.66%,20.77%,28.47%,$46.278,$381.506,$0.0,"$1,165.53",-$958.97,"$6,847.893",Total Bond Market,2007-04-10,0.07%,$2.74,2020-12-23,$0.81,2.96%,Monthly,2.61%,N/A,0.02,5.72%,1.86%,3.08%,2.78%,Vanguard,"2,145",19.53%,27.43%,50.18%,35%,15%,1099,$92.20,$92.87,$92.82,$92.90,60.84,A,A,A+,B,A,B+,A-,6.35,69.23%,65.07%,233.89,4.34%,1.51%
IWP,iShares Russell Midcap Growth ETF,Equity,"$15,256,500,000","735,435",$102.65,false,false,true,false,-1.57%,4.37%,35.16%,35.16%,73.61%,130.56%,-$9.88785,$35.98249,$0.0,-$376.57811,$377.247,$628.081939,All Cap Equities,2001-07-17,0.24%,$0.60,2020-12-14,$0.08,0.58%,Quarterly,11.20%,39.61,1.11,158.73%,12.87%,18.94%,19.67%,iShares,349,11.78%,17.09%,43.61%,35%,15%,1099,$97.53,$105.72,$102.17,$102.93,63.6,A,A-,A,A-,A,B-,A+,4.97,65.45%,29.81%,34.78,1.88%,6.85%
IEF,iShares 7-10 Year Treasury Bond ETF,Bond,"$14,824,900,000","5,417,083",$119.95,false,false,false,false,0.13%,0.19%,10.00%,10.00%,20.01%,23.40%,$0.0,-$874.66274,$0.0,"-$4,466.61371","$4,723.77553","$4,427.926065",Government Bonds,2002-07-26,0.15%,$1.29,2020-12-17,$0.07,1.08%,Monthly,3.42%,N/A,-0.14,6.79%,2.68%,4.27%,3.78%,iShares,14,97.44%,100.00%,100.00%,35%,15%,1099,$119.41,$120.08,$119.86,$120.02,49.95,A,B-,A-,B-,B,B+,B-,6.58,90.62%,72.24%,0.0,0.00%,0.00%
SLV,iShares Silver Trust,Commodity,"$14,559,300,000","25,608,186",$24.57,false,false,false,false,2.55%,9.54%,47.30%,47.30%,53.66%,86.00%,$53.893,$222.071,$0.0,"$3,252.3245","$3,958.423","$4,072.0435",Precious Metals,2006-04-28,0.50%,$0.00,N/A,N/A,0.00%,N/A,4.10%,N/A,0.63,141.26%,27.33%,33.15%,46.11%,iShares,1,100.00%,100.00%,100.00%,39%,28%,1099,$21.62,$25.13,N/A,N/A,60.44,A,B,C+,C,B-,B-,C+,N/A,N/A,N/A,N/A,N/A,N/A
GOVT,iShares U.S. Treasury Bond ETF,Bond,"$14,593,600,000","5,349,640",$27.24,false,false,false,false,-0.37%,-0.35%,7.27%,7.27%,15.45%,18.02%,$35.54226,$327.82242,$0.0,"-$1,949.52533","$8,093.43643","$11,633.086522",Government Bonds,2012-02-14,0.15%,$0.59,2020-12-17,$0.02,2.16%,Monthly,0.64%,N/A,-0.10,1.63%,2.98%,3.87%,3.46%,iShares,154,31.10%,41.50%,80.92%,35%,15%,1099,$27.26,$27.41,$27.19,$27.34,42.32,A,C,B+,B,B+,A-,B+,6.58,90.62%,72.24%,0.0,0.00%,0.00%
DGRO,iShares Core Dividend Growth ETF,Equity,"$14,530,000,000","1,840,935",$44.82,false,false,true,false,1.31%,1.79%,9.49%,9.49%,38.81%,94.73%,$35.51161,$467.76477,$0.0,"$3,361.625675","$9,550.14481","$11,493.64255",Large Cap Blend Equities,2014-06-10,0.08%,$1.03,2020-12-14,$0.27,2.32%,Quarterly,3.55%,19.13,0.94,247.12%,8.87%,17.44%,16.98%,iShares,395,26.02%,34.99%,65.75%,35%,15%,1099,$43.85,$44.66,$44.48,$45.02,63.33,A,A,B-,C+,A-,A,N/A,6.14,56.08%,58.67%,202.89,6.52%,4.12%
DVY,iShares Select Dividend ETF,Equity,"$14,400,300,000","725,451",$96.18,false,false,true,false,1.05%,0.97%,-4.91%,-4.91%,9.18%,50.92%,-$4.744525,$106.37037,$0.0,"-$1,972.34236","-$2,440.920655","-$2,045.74764",All Cap Equities,2003-11-03,0.39%,$3.52,2020-12-14,$0.83,3.69%,Quarterly,9.37%,12.96,0.93,283.80%,12.59%,26.59%,23.05%,iShares,102,19.92%,28.02%,70.26%,35%,15%,1099,$94.08,$96.83,$95.29,$96.68,59.03,A,B+,B-,A-,A-,A,B-,6.28,64.19%,62.99%,682.86,14.69%,2.81%
VGK,Vanguard FTSE Europe ETF,Equity,"$14,512,200,000","4,111,394",$60.24,false,false,false,false,0.08%,2.20%,5.42%,5.42%,12.03%,39.65%,$0.0,$0.870829,$0.0,-$224.968997,"-$3,303.257017","-$1,935.887914",Europe Equities,2005-03-10,0.09%,$1.61,2020-12-18,$0.38,2.63%,Quarterly,5.49%,20.0,0.95,249.90%,12.56%,20.37%,19.40%,Vanguard,"1,298",17.13%,21.89%,40.80%,35%,15%,1099,$58.31,$61.22,$59.95,$60.65,61.42,A,A,B,B+,A,B+,A+,7.7,46.33%,91.48%,134.77,12.48%,6.37%
VBK,Vanguard Small Cap Growth ETF,Equity,"$14,313,000,000","195,534",$267.66,false,false,true,false,-1.56%,7.71%,35.44%,35.44%,69.56%,127.04%,$0.371304,$192.411887,$0.0,$843.410193,"$1,915.230783","$2,902.278362",Small Cap Growth Equities,2004-01-30,0.07%,$1.18,2020-12-24,$0.50,0.44%,Quarterly,30.37%,37.1,1.22,153.19%,14.12%,17.73%,18.91%,Vanguard,592,9.06%,12.32%,29.68%,35%,15%,1099,$247.04,$276.55,$265.76,$268.81,68.71,A,A,B+,C+,A-,C+,A,4.51,40.54%,23.19%,60.59,4.08%,8.85%
MINT,PIMCO Enhanced Short Maturity Strategy Fund,Bond,"$14,292,900,000","979,617",$102.04,false,false,false,false,-0.01%,0.07%,1.57%,1.57%,6.76%,10.35%,$0.0,-$171.437,$0.0,$545.5429,"$6,218.1833","$10,117.767534",Total Bond Market,2009-11-16,0.36%,$1.32,2020-12-01,$0.04,1.29%,Monthly,1.10%,N/A,0.06,4.04%,0.20%,0.21%,0.22%,PIMCO,746,21.53%,25.60%,43.03%,35%,15%,1099,$101.97,$102.07,$102.02,$102.05,63.22,A-,B-,A,A-,A-,C+,A+,5.49,10.61%,39.58%,152.82,4.05%,1.01%
ACWI,iShares MSCI ACWI ETF,Equity,"$14,176,600,000","3,813,392",$90.72,false,false,false,false,1.26%,2.84%,16.33%,16.33%,33.83%,78.57%,$0.0,-$410.1964,$0.0,$627.09078,"$1,924.15788","$2,877.545",Large Cap Growth Equities,2008-03-26,0.32%,$1.30,2020-12-14,$0.69,1.43%,Semi-Annually,8.03%,21.49,0.94,204.63%,7.80%,15.17%,15.94%,iShares,"2,249",15.13%,18.38%,32.04%,35%,15%,1099,$87.77,$90.86,$90.42,$90.92,67.23,A,B,C+,B,A-,A-,A,5.69,23.75%,44.62%,156.58,7.31%,5.78%
SCHP,Schwab U.S. TIPS ETF,Bond,"$14,003,700,000","1,014,238",$62.08,false,false,false,false,0.36%,1.05%,10.86%,10.86%,18.59%,28.22%,$105.157,$382.9425,$0.0,"$4,409.1175","$10,086.98697","$12,118.723955",Inflation-Protected Bonds,2010-08-05,0.05%,$0.69,2020-12-17,$0.13,1.12%,Monthly,1.92%,N/A,0.06,15.63%,1.90%,2.54%,2.88%,Charles Schwab,44,34.17%,49.19%,99.99%,35%,15%,1099,$61.35,$62.05,$61.97,$62.14,73.23,A,A+,A-,B+,A,B+,B+,6.58,49.35%,71.70%,2.5,0.00%,0.00%
